"id","y1","y2","y3","x1","x2","z1"
1,26.5311678188525,25.2056294419905,47.560437079642,1,1,"a"
2,21.1658547132183,23.5845124791211,37.5421371912454,1,4,"a"
3,33.1126798276732,26.9370225394102,36.0302849974497,1,1,"a"
4,40.0833817491348,25.087476109062,22.8021504389881,1,1,"c"
5,30.7046660930182,29.6556504552758,45.963021988404,5,4,"b"
6,38.1283181697058,17.1992923741428,35.4668645992348,1,3,"b"
7,36.9503897818782,17.7422180927613,38.6339509588008,5,4,"b"
8,25.6100633190407,27.8601515362633,29.3592981070288,3,3,"c"
9,24.8571672287373,23.492493229656,24.8601118880616,3,1,"c"
10,34.7572374510858,29.1990588706266,29.3293387931395,1,1,"c"
11,38.9398779077073,24.1978099451275,26.5298789488289,3,4,"c"
12,41.902703284862,18.9748933524693,20.6184759350229,5,5,"a"
13,25.2393616773952,11.6811185648938,30.2517702288706,4,1,"b"
14,29.0516561150274,19.4491774476917,19.0916938243039,2,3,"c"
15,21.8102922629038,21.0040607832978,41.6051938454369,4,3,"a"
16,25.9824752653034,25.4849545360786,33.0596818469348,3,5,"c"
17,16.8849737912543,28.4546377275826,34.2916725123029,1,2,"b"
18,20.6098950609001,28.6504638054972,25.6644705560571,4,5,"b"
19,31.5535894387691,17.0468358202627,37.2974129827262,2,2,"a"
20,38.8046668547262,18.0348130495255,26.5322978299851,4,1,"a"
21,24.1636761832757,18.7069475068061,42.715008122083,3,1,"b"
22,36.8269709599712,25.1106755427257,24.6323828376086,5,3,"b"
23,27.3946741441484,20.3064384507124,33.5556126839622,1,2,"c"
24,22.8304208768698,18.7492535296524,32.6158270728934,1,3,"b"
25,30.6218921714228,10.6625014023041,38.5315112251538,4,1,"a"
26,28.2258054572623,20.9979427242015,37.3452261544225,5,5,"c"
27,30.1281073784213,28.296008692334,18.9917481541147,1,2,"a"
28,30.7383855345791,10.9185906785931,24.3922309106512,3,1,"c"
29,41.4361613012282,21.5793176721301,13.3076678747601,5,5,"a"
30,35.2490731793228,25.9869086461235,34.496551245321,5,1,"c"
31,30.5001215295792,25.9997100648606,29.836863577882,1,2,"a"
32,26.6354326650248,15.3711428243153,39.6946235151828,4,3,"a"
33,26.5380639348452,32.566560828708,38.8610050997116,3,1,"b"
34,34.4190898036258,16.8795223524769,58.8271402614559,3,3,"a"
35,26.9390406138771,26.7512766782398,18.9705147034825,4,5,"c"
36,35.2052658678681,11.8577608966665,29.2300420672882,4,2,"c"
37,30.9550123284955,25.2800778892486,31.6432524456103,2,4,"c"
38,38.4856112237707,20.5327947200573,9.48891145768615,2,4,"a"
39,21.9090441007357,23.2332813263283,31.3722626139149,1,2,"b"
40,16.3184271291137,21.31349737223,21.970297744982,3,3,"a"
41,29.4327852101232,22.2681722202969,25.9467703900847,2,1,"b"
42,25.9993500350495,10.0934323066153,45.6814349193045,4,3,"b"
43,33.8079693025966,26.5366524057568,27.2485401204283,1,3,"a"
